,station,network,channel,location,rate,start_time,end_time,latitude,longitude,elevation,depth,dip,azimuth
2727,JSCB,NC,HNE,--,100.0,"2015/01/08,20:51:00","3000/01/01,00:00:00",37.28415,-122.12369,352.0,0.0,0.0,90.0
2728,JSCB,NC,HNN,--,100.0,"2015/01/08,20:51:00","3000/01/01,00:00:00",37.28415,-122.12369,352.0,0.0,0.0,0.0
2729,JSCB,NC,HNZ,--,100.0,"2015/01/08,20:51:00","3000/01/01,00:00:00",37.28415,-122.12369,352.0,0.0,-90.0,0.0
2730,JSF,NC,BNE,--,20.0,"1996/01/31,20:45:00","1996/03/28,00:00:00",37.40459,-122.17407,112.0,0.0,0.0,90.0
2731,JSF,NC,BNE,--,20.0,"1996/04/29,00:00:00","2000/07/12,00:00:00",37.40459,-122.17407,112.0,0.0,0.0,90.0
2732,JSF,NC,BNN,--,20.0,"1996/01/31,20:45:00","1996/04/04,00:00:00",37.40459,-122.17407,112.0,0.0,0.0,0.0
2733,JSF,NC,BNN,--,20.0,"1996/04/29,00:00:00","2000/07/12,00:00:00",37.40459,-122.17407,112.0,0.0,0.0,0.0
2734,JSF,NC,EHZ,--,100.0,"1984/01/01,00:00:00","1987/05/01,00:00:00",37.40459,-122.17407,112.0,0.0,-90.0,0.0
2735,JSF,NC,EHZ,--,100.0,"1987/05/01,00:00:00","1996/01/26,23:45:00",37.40459,-122.17407,112.0,0.0,-90.0,0.0
2736,JSF,NC,EHZ,--,100.0,"1996/01/26,23:46:00","2003/02/04,23:59:00",37.40459,-122.17407,112.0,0.0,-90.0,0.0
2737,JSF,NC,EHZ,10,100.0,"1996/01/26,23:46:00","1997/07/16,19:27:00",37.40459,-122.17407,112.0,0.0,-90.0,0.0
2738,JSF,NC,ELE,--,100.0,"1984/01/01,00:00:00","1987/05/01,00:00:00",37.40459,-122.17407,112.0,0.0,0.0,90.0
2739,JSF,NC,ELE,--,100.0,"1987/05/01,00:00:00","1997/07/16,19:27:00",37.40459,-122.17407,112.0,0.0,0.0,90.0
2740,JSF,NC,ELN,--,100.0,"1984/01/01,00:00:00","1987/05/01,00:00:00",37.40459,-122.17407,112.0,0.0,0.0,0.0
2741,JSF,NC,ELN,--,100.0,"1987/05/01,00:00:00","1997/07/16,19:27:00",37.40459,-122.17407,112.0,0.0,0.0,0.0
2742,JSF,NC,ELZ,--,100.0,"1984/01/01,00:00:00","1987/05/01,00:00:00",37.40459,-122.17407,112.0,0.0,-90.0,0.0
2743,JSF,NC,ELZ,--,100.0,"1987/05/01,00:00:00","1990/01/24,20:40:00",37.40459,-122.17407,112.0,0.0,-90.0,0.0
2744,JSF,NC,ELZ,--,100.0,"1990/01/24,20:40:00","1996/01/26,23:45:00",37.40459,-122.17407,112.0,0.0,-90.0,0.0
2745,JSF,NC,HNE,--,100.0,"1996/01/31,20:45:00","1996/03/28,00:00:00",37.40459,-122.17407,112.0,0.0,0.0,90.0
2746,JSF,NC,HNE,--,100.0,"1996/04/29,00:00:00","2003/02/04,23:59:00",37.40459,-122.17407,112.0,0.0,0.0,90.0
2747,JSF,NC,HNN,--,100.0,"1996/01/31,20:45:00","1996/04/04,00:00:00",37.40459,-122.17407,112.0,0.0,0.0,0.0
2748,JSF,NC,HNN,--,100.0,"1996/04/29,00:00:00","2003/02/04,23:59:00",37.40459,-122.17407,112.0,0.0,0.0,0.0
2749,JSF,NC,SHZ,--,20.0,"1994/11/28,00:00:00","1996/01/26,23:45:00",37.40459,-122.17407,112.0,0.0,-90.0,0.0
2750,JSF,NC,SHZ,--,20.0,"1996/01/26,23:46:00","2003/02/04,23:59:00",37.40459,-122.17407,112.0,0.0,-90.0,0.0
2751,JSF,NC,SHZ,10,20.0,"1996/01/26,23:46:00","1997/07/16,19:27:00",37.40459,-122.17407,112.0,0.0,-90.0,0.0
2752,JSF,NC,SLE,--,20.0,"1994/11/28,00:00:00","1997/07/16,19:27:00",37.40459,-122.17407,112.0,0.0,0.0,90.0
2753,JSF,NC,SLN,--,20.0,"1994/11/28,00:00:00","1997/07/16,19:27:00",37.40459,-122.17407,112.0,0.0,0.0,0.0
2754,JSF,NC,SLZ,--,20.0,"1994/11/28,00:00:00","1996/01/26,23:45:00",37.40459,-122.17407,112.0,0.0,-90.0,0.0
2755,JSFB,NC,EHZ,--,100.0,"2000/12/12,23:45:00","3000/01/01,00:00:00",37.40372,-122.17596,118.0,0.0,-90.0,0.0
2756,JSFB,NC,HNE,--,100.0,"2000/12/12,23:45:00","3000/01/01,00:00:00",37.40372,-122.17596,118.0,0.0,0.0,90.0
2757,JSFB,NC,HNN,--,100.0,"2000/12/12,23:45:00","3000/01/01,00:00:00",37.40372,-122.17596,118.0,0.0,0.0,0.0
2758,JSFB,NC,HNZ,--,100.0,"2000/12/12,23:45:00","3000/01/01,00:00:00",37.40372,-122.17596,118.0,0.0,-90.0,0.0
2759,JSFB,NC,SHZ,--,20.0,"2000/12/12,23:45:00","2006/01/24,18:00:00",37.40372,-122.17596,118.0,0.0,-90.0,0.0
2760,JSG,NC,EHZ,--,100.0,"1984/01/01,00:00:00","1987/05/01,00:00:00",37.28316,-122.05077,166.0,0.0,-90.0,0.0
2761,JSG,NC,EHZ,--,100.0,"1987/05/01,00:00:00","1996/07/27,17:30:00",37.28316,-122.05077,166.0,0.0,-90.0,0.0
2762,JSG,NC,SHZ,--,20.0,"1994/11/28,00:00:00","1996/07/27,17:30:00",37.28316,-122.05077,166.0,0.0,-90.0,0.0
2763,JSGB,NC,BNE,--,20.0,"1996/07/31,14:15:00","1999/03/01,00:00:00",37.28397,-122.05017,134.0,0.0,0.0,90.0
2764,JSGB,NC,BNE,--,40.0,"1999/03/01,00:00:00","1999/08/30,14:15:00",37.28397,-122.05017,134.0,0.0,0.0,90.0
2765,JSGB,NC,BNE,--,40.0,"1999/08/30,14:15:00","1999/09/02,18:02:00",37.28397,-122.05017,134.0,0.0,0.0,90.0
2766,JSGB,NC,BNE,--,20.0,"1999/09/02,18:02:00","2000/06/25,07:23:00",37.28397,-122.05017,134.0,0.0,0.0,90.0
2767,JSGB,NC,BNE,--,20.0,"2000/07/01,00:00:00","2000/07/12,00:00:00",37.28397,-122.05017,134.0,0.0,0.0,90.0
2768,JSGB,NC,BNN,--,20.0,"1996/07/31,14:15:00","1999/03/01,00:00:00",37.28397,-122.05017,134.0,0.0,0.0,0.0
2769,JSGB,NC,BNN,--,40.0,"1999/03/01,00:00:00","1999/08/30,14:15:00",37.28397,-122.05017,134.0,0.0,0.0,0.0
2770,JSGB,NC,BNN,--,40.0,"1999/08/30,14:15:00","1999/09/02,18:02:00",37.28397,-122.05017,134.0,0.0,0.0,0.0
2771,JSGB,NC,BNN,--,20.0,"1999/09/02,18:02:00","2000/06/25,07:23:00",37.28397,-122.05017,134.0,0.0,0.0,0.0
2772,JSGB,NC,BNN,--,20.0,"2000/07/01,00:00:00","2000/07/12,00:00:00",37.28397,-122.05017,134.0,0.0,0.0,0.0
2773,JSGB,NC,BNZ,--,20.0,"1996/07/31,14:15:00","1999/03/01,00:00:00",37.28397,-122.05017,134.0,0.0,-90.0,0.0
2774,JSGB,NC,BNZ,--,40.0,"1999/03/01,00:00:00","1999/08/30,14:15:00",37.28397,-122.05017,134.0,0.0,-90.0,0.0
2775,JSGB,NC,BNZ,--,40.0,"1999/08/30,14:15:00","1999/09/02,18:02:00",37.28397,-122.05017,134.0,0.0,-90.0,0.0
2776,JSGB,NC,BNZ,--,20.0,"1999/09/02,18:02:00","2000/06/25,07:23:00",37.28397,-122.05017,134.0,0.0,-90.0,0.0
2777,JSGB,NC,BNZ,--,20.0,"2000/07/01,00:00:00","2000/07/12,00:00:00",37.28397,-122.05017,134.0,0.0,-90.0,0.0
2778,JSGB,NC,EHE,--,100.0,"1996/07/31,14:15:00","1999/03/01,00:00:00",37.28397,-122.05017,134.0,0.0,0.0,90.0
2779,JSGB,NC,EHE,--,200.0,"1999/03/01,00:00:00","1999/09/02,18:02:00",37.28397,-122.05017,134.0,0.0,0.0,90.0
2780,JSGB,NC,EHE,--,100.0,"1999/09/02,18:02:00","2000/06/25,07:23:00",37.28397,-122.05017,134.0,0.0,0.0,90.0
2781,JSGB,NC,EHE,--,50.0,"2000/06/25,07:23:00","2000/07/01,00:00:00",37.28397,-122.05017,134.0,0.0,0.0,90.0
2782,JSGB,NC,EHE,--,100.0,"2000/07/01,00:00:00","2006/06/21,19:29:00",37.28397,-122.05017,134.0,0.0,0.0,90.0
2783,JSGB,NC,EHE,--,100.0,"2006/06/21,19:29:00","2014/04/17,21:25:00",37.28397,-122.05017,134.0,0.0,0.0,90.0
2784,JSGB,NC,EHE,--,100.0,"2014/04/17,21:25:00","3000/01/01,00:00:00",37.28397,-122.05017,134.0,0.0,0.0,90.0
2785,JSGB,NC,EHN,--,100.0,"1996/07/31,14:15:00","1999/03/01,00:00:00",37.28397,-122.05017,134.0,0.0,0.0,0.0
2786,JSGB,NC,EHN,--,200.0,"1999/03/01,00:00:00","1999/09/02,18:02:00",37.28397,-122.05017,134.0,0.0,0.0,0.0
2787,JSGB,NC,EHN,--,100.0,"1999/09/02,18:02:00","2000/06/25,07:23:00",37.28397,-122.05017,134.0,0.0,0.0,0.0
2788,JSGB,NC,EHN,--,50.0,"2000/06/25,07:23:00","2000/07/01,00:00:00",37.28397,-122.05017,134.0,0.0,0.0,0.0
2789,JSGB,NC,EHN,--,100.0,"2000/07/01,00:00:00","2006/06/21,19:29:00",37.28397,-122.05017,134.0,0.0,0.0,0.0
2790,JSGB,NC,EHN,--,100.0,"2006/06/21,19:29:00","2014/04/17,21:25:00",37.28397,-122.05017,134.0,0.0,0.0,0.0
2791,JSGB,NC,EHN,--,100.0,"2014/04/17,21:25:00","3000/01/01,00:00:00",37.28397,-122.05017,134.0,0.0,0.0,0.0
2792,JSGB,NC,EHZ,--,100.0,"1996/07/31,14:15:00","1999/03/01,00:00:00",37.28397,-122.05017,134.0,0.0,-90.0,0.0
2793,JSGB,NC,EHZ,--,200.0,"1999/03/01,00:00:00","1999/09/02,18:02:00",37.28397,-122.05017,134.0,0.0,-90.0,0.0
2794,JSGB,NC,EHZ,--,100.0,"1999/09/02,18:02:00","2000/06/25,07:23:00",37.28397,-122.05017,134.0,0.0,-90.0,0.0
2795,JSGB,NC,EHZ,--,50.0,"2000/06/25,07:23:00","2000/07/01,00:00:00",37.28397,-122.05017,134.0,0.0,-90.0,0.0
2796,JSGB,NC,EHZ,--,100.0,"2000/07/01,00:00:00","2006/06/21,19:29:00",37.28397,-122.05017,134.0,0.0,-90.0,0.0
2797,JSGB,NC,EHZ,--,100.0,"2006/06/21,19:29:00","2014/04/17,21:25:00",37.28397,-122.05017,134.0,0.0,-90.0,0.0
2798,JSGB,NC,EHZ,--,100.0,"2014/04/17,21:25:00","3000/01/01,00:00:00",37.28397,-122.05017,134.0,0.0,-90.0,0.0
2799,JSGB,NC,HNE,--,100.0,"1996/07/31,14:15:00","1999/03/01,00:00:00",37.28397,-122.05017,134.0,0.0,0.0,90.0
2800,JSGB,NC,HNE,--,200.0,"1999/03/01,00:00:00","1999/08/30,14:15:00",37.28397,-122.05017,134.0,0.0,0.0,90.0
2801,JSGB,NC,HNE,--,200.0,"1999/08/30,14:15:00","1999/09/02,18:02:00",37.28397,-122.05017,134.0,0.0,0.0,90.0
2802,JSGB,NC,HNE,--,100.0,"1999/09/02,18:02:00","2000/06/25,07:23:00",37.28397,-122.05017,134.0,0.0,0.0,90.0
2803,JSGB,NC,HNE,--,50.0,"2000/06/25,07:23:00","2000/07/01,00:00:00",37.28397,-122.05017,134.0,0.0,0.0,90.0
2804,JSGB,NC,HNE,--,100.0,"2000/07/01,00:00:00","2014/04/17,21:25:00",37.28397,-122.05017,134.0,0.0,0.0,90.0
2805,JSGB,NC,HNE,--,100.0,"2014/04/17,21:25:00","3000/01/01,00:00:00",37.28397,-122.05017,134.0,0.0,0.0,90.0
2806,JSGB,NC,HNN,--,100.0,"1996/07/31,14:15:00","1999/03/01,00:00:00",37.28397,-122.05017,134.0,0.0,0.0,0.0
2807,JSGB,NC,HNN,--,200.0,"1999/03/01,00:00:00","1999/08/30,14:15:00",37.28397,-122.05017,134.0,0.0,0.0,0.0
2808,JSGB,NC,HNN,--,200.0,"1999/08/30,14:15:00","1999/09/02,18:02:00",37.28397,-122.05017,134.0,0.0,0.0,0.0
2809,JSGB,NC,HNN,--,100.0,"1999/09/02,18:02:00","2000/06/25,07:23:00",37.28397,-122.05017,134.0,0.0,0.0,0.0
2810,JSGB,NC,HNN,--,50.0,"2000/06/25,07:23:00","2000/07/01,00:00:00",37.28397,-122.05017,134.0,0.0,0.0,0.0
2811,JSGB,NC,HNN,--,100.0,"2000/07/01,00:00:00","2014/04/17,21:25:00",37.28397,-122.05017,134.0,0.0,0.0,0.0
2812,JSGB,NC,HNN,--,100.0,"2014/04/17,21:25:00","3000/01/01,00:00:00",37.28397,-122.05017,134.0,0.0,0.0,0.0
2813,JSGB,NC,HNZ,--,100.0,"1996/07/31,14:15:00","1999/03/01,00:00:00",37.28397,-122.05017,134.0,0.0,-90.0,0.0
2814,JSGB,NC,HNZ,--,200.0,"1999/03/01,00:00:00","1999/08/30,14:15:00",37.28397,-122.05017,134.0,0.0,-90.0,0.0
2815,JSGB,NC,HNZ,--,200.0,"1999/08/30,14:15:00","1999/09/02,18:02:00",37.28397,-122.05017,134.0,0.0,-90.0,0.0
2816,JSGB,NC,HNZ,--,100.0,"1999/09/02,18:02:00","2000/06/25,07:23:00",37.28397,-122.05017,134.0,0.0,-90.0,0.0
2817,JSGB,NC,HNZ,--,50.0,"2000/06/25,07:23:00","2000/07/01,00:00:00",37.28397,-122.05017,134.0,0.0,-90.0,0.0
2818,JSGB,NC,HNZ,--,100.0,"2000/07/01,00:00:00","2014/04/17,21:25:00",37.28397,-122.05017,134.0,0.0,-90.0,0.0
2819,JSGB,NC,HNZ,--,100.0,"2014/04/17,21:25:00","3000/01/01,00:00:00",37.28397,-122.05017,134.0,0.0,-90.0,0.0
2820,JSGB,NC,SHE,--,20.0,"1996/07/31,14:15:00","1999/03/01,00:00:00",37.28397,-122.05017,134.0,0.0,0.0,90.0
2821,JSGB,NC,SHE,--,40.0,"1999/03/01,00:00:00","1999/09/02,18:02:00",37.28397,-122.05017,134.0,0.0,0.0,90.0
2822,JSGB,NC,SHE,--,20.0,"1999/09/02,18:02:00","2000/06/25,07:23:00",37.28397,-122.05017,134.0,0.0,0.0,90.0
2823,JSGB,NC,SHE,--,20.0,"2000/07/01,00:00:00","2006/01/24,18:00:00",37.28397,-122.05017,134.0,0.0,0.0,90.0
2824,JSGB,NC,SHN,--,20.0,"1996/07/31,14:15:00","1999/03/01,00:00:00",37.28397,-122.05017,134.0,0.0,0.0,0.0
2825,JSGB,NC,SHN,--,40.0,"1999/03/01,00:00:00","1999/09/02,18:02:00",37.28397,-122.05017,134.0,0.0,0.0,0.0
2826,JSGB,NC,SHN,--,20.0,"1999/09/02,18:02:00","2000/06/25,07:23:00",37.28397,-122.05017,134.0,0.0,0.0,0.0
2827,JSGB,NC,SHN,--,20.0,"2000/07/01,00:00:00","2006/01/24,18:00:00",37.28397,-122.05017,134.0,0.0,0.0,0.0
2828,JSGB,NC,SHZ,--,20.0,"1996/07/31,14:15:00","1999/03/01,00:00:00",37.28397,-122.05017,134.0,0.0,-90.0,0.0
2829,JSGB,NC,SHZ,--,40.0,"1999/03/01,00:00:00","1999/09/02,18:02:00",37.28397,-122.05017,134.0,0.0,-90.0,0.0
2830,JSGB,NC,SHZ,--,20.0,"1999/09/02,18:02:00","2000/06/25,07:23:00",37.28397,-122.05017,134.0,0.0,-90.0,0.0
2831,JSGB,NC,SHZ,--,20.0,"2000/07/01,00:00:00","2006/01/24,18:00:00",37.28397,-122.05017,134.0,0.0,-90.0,0.0
2832,JSJ,NC,EHZ,--,100.0,"1984/01/01,00:00:00","1987/05/01,00:00:00",37.33378,-122.09232,92.0,0.0,-90.0,0.0
2833,JSJ,NC,EHZ,--,100.0,"1987/05/01,00:00:00","2014/06/26,21:42:00",37.33378,-122.09232,92.0,0.0,-90.0,0.0
2834,JSJ,NC,EHZ,--,100.0,"2015/01/15,00:51:00","3000/01/01,00:00:00",37.33378,-122.09232,92.0,0.0,-90.0,0.0
2835,JSJ,NC,HNE,--,100.0,"2015/01/15,00:51:00","3000/01/01,00:00:00",37.33378,-122.09232,92.0,0.0,0.0,90.0
2836,JSJ,NC,HNN,--,100.0,"2015/01/15,00:51:00","3000/01/01,00:00:00",37.33378,-122.09232,92.0,0.0,0.0,0.0
2837,JSJ,NC,HNZ,--,100.0,"2015/01/15,00:51:00","3000/01/01,00:00:00",37.33378,-122.09232,92.0,0.0,-90.0,0.0
2838,JSJ,NC,SHZ,--,20.0,"1994/11/28,00:00:00","2006/01/24,18:00:00",37.33378,-122.09232,92.0,0.0,-90.0,0.0
2839,JSM,NC,EHZ,01,100.0,"1984/01/01,00:00:00","1987/05/01,00:00:00",37.21263,-122.16911,253.0,0.0,-90.0,0.0
2840,JSM,NC,EHZ,01,100.0,"1987/05/01,00:00:00","1998/09/29,21:10:00",37.21263,-122.16911,253.0,0.0,-90.0,0.0
2841,JSM,NC,EHZ,02,100.0,"1998/09/29,21:10:00","2001/04/19,21:10:00",37.21234,-122.16875,253.0,0.0,-90.0,0.0
2842,JSM,NC,SHZ,01,20.0,"1994/11/28,00:00:00","1998/09/29,21:10:00",37.21263,-122.16911,253.0,0.0,-90.0,0.0
2843,JSM,NC,SHZ,02,20.0,"1998/09/29,21:10:00","2001/04/19,21:10:00",37.21234,-122.16875,253.0,0.0,-90.0,0.0
2844,JSP,NC,EHZ,--,100.0,"1995/04/27,18:10:00","2000/08/07,23:59:00",37.58644,-122.50217,30.0,0.0,-90.0,0.0
2845,JSP,NC,EHZ,--,100.0,"2000/08/09,21:10:00","2018/03/26,22:00:00",37.58644,-122.50217,30.0,0.0,-90.0,0.0
2846,JSP,NC,EHZ,--,100.0,"2018/03/26,22:00:00","3000/01/01,00:00:00",37.58644,-122.50217,30.0,0.0,-90.0,0.0
2847,JSP,NC,ELE,--,100.0,"1995/04/27,18:10:00","2000/08/07,23:59:00",37.58644,-122.50217,30.0,0.0,0.0,90.0
2848,JSP,NC,ELN,--,100.0,"1995/04/27,18:10:00","2000/08/07,23:59:00",37.58644,-122.50217,30.0,0.0,0.0,0.0
2849,JSP,NC,HNE,--,100.0,"2000/08/09,21:10:00","2018/03/26,22:00:00",37.58644,-122.50217,30.0,0.0,0.0,90.0
2850,JSP,NC,HNE,--,100.0,"2018/03/26,22:00:00","3000/01/01,00:00:00",37.58644,-122.50217,30.0,0.0,0.0,90.0
2851,JSP,NC,HNN,--,100.0,"2000/08/09,21:10:00","2018/03/26,22:00:00",37.58644,-122.50217,30.0,0.0,0.0,0.0
2852,JSP,NC,HNN,--,100.0,"2018/03/26,22:00:00","3000/01/01,00:00:00",37.58644,-122.50217,30.0,0.0,0.0,0.0
2853,JSP,NC,HNZ,--,100.0,"2000/08/09,21:10:00","2018/03/26,22:00:00",37.58644,-122.50217,30.0,0.0,-90.0,0.0
2854,JSP,NC,HNZ,--,100.0,"2018/03/26,22:00:00","3000/01/01,00:00:00",37.58644,-122.50217,30.0,0.0,-90.0,0.0
2855,JSP,NC,SHZ,--,20.0,"1995/04/27,18:10:00","2000/08/07,23:59:00",37.58644,-122.50217,30.0,0.0,-90.0,0.0
2856,JSP,NC,SHZ,--,20.0,"2000/08/09,21:10:00","2006/01/24,18:00:00",37.58644,-122.50217,30.0,0.0,-90.0,0.0
2857,JSP,NC,SLE,--,20.0,"1995/04/27,18:10:00","2000/08/07,23:59:00",37.58644,-122.50217,30.0,0.0,0.0,90.0
2858,JSP,NC,SLN,--,20.0,"1995/04/27,18:10:00","2000/08/07,23:59:00",37.58644,-122.50217,30.0,0.0,0.0,0.0
2859,JSS,NC,EHZ,--,100.0,"1984/01/01,00:00:00","1984/09/26,18:40:00",37.16949,-121.93182,921.0,0.0,-90.0,0.0
2860,JSS,NC,EHZ,--,100.0,"1984/09/26,18:40:00","1987/05/01,00:00:00",37.16949,-121.93182,921.0,0.0,-90.0,0.0
2861,JSS,NC,EHZ,--,100.0,"1987/05/01,00:00:00","1998/04/27,19:15:00",37.16949,-121.93182,921.0,0.0,-90.0,0.0
2862,JSS,NC,EHZ,--,100.0,"1998/04/27,19:15:00","1998/05/04,21:40:00",37.16949,-121.93182,921.0,0.0,-90.0,0.0
2863,JSS,NC,EHZ,--,100.0,"1998/05/04,21:40:00","2013/03/19,17:36:00",37.16949,-121.93182,921.0,0.0,-90.0,0.0
2864,JSS,NC,SHZ,--,20.0,"1994/11/28,00:00:00","1998/04/27,19:15:00",37.16949,-121.93182,921.0,0.0,-90.0,0.0
2865,JSS,NC,SHZ,--,20.0,"1998/04/27,19:15:00","1998/05/04,21:40:00",37.16949,-121.93182,921.0,0.0,-90.0,0.0
2866,JSS,NC,SHZ,--,20.0,"1998/05/04,21:40:00","2006/01/24,18:00:00",37.16949,-121.93182,921.0,0.0,-90.0,0.0
2867,JST,NC,EHZ,--,100.0,"1984/01/01,00:00:00","1985/01/29,18:40:00",37.20557,-121.79859,103.0,0.0,-90.0,0.0
2868,JST,NC,EHZ,--,100.0,"1985/01/29,18:40:00","1987/05/01,00:00:00",37.20557,-121.79859,103.0,0.0,-90.0,0.0
2869,JST,NC,EHZ,--,100.0,"1987/05/01,00:00:00","2020/03/11,21:03:00",37.20557,-121.79859,103.0,0.0,-90.0,0.0
2870,JST,NC,EHZ,01,100.0,"2020/03/11,17:00:00","3000/01/01,00:00:00",37.2056,-121.79872,142.0,0.0,-90.0,0.0
2871,JST,NC,HNE,01,100.0,"2020/03/11,17:00:00","3000/01/01,00:00:00",37.2056,-121.79872,142.0,0.0,0.0,90.0
2872,JST,NC,HNN,01,100.0,"2020/03/11,17:00:00","3000/01/01,00:00:00",37.2056,-121.79872,142.0,0.0,0.0,0.0
2873,JST,NC,HNZ,01,100.0,"2020/03/11,17:00:00","3000/01/01,00:00:00",37.2056,-121.79872,142.0,0.0,-90.0,0.0
2874,JST,NC,SHZ,--,20.0,"1994/11/28,00:00:00","2006/01/24,18:00:00",37.20557,-121.79859,103.0,0.0,-90.0,0.0
2875,JTG,NC,EHZ,--,100.0,"1984/01/01,00:00:00","1987/05/01,00:00:00",37.02846,-121.87773,204.0,0.0,-90.0,0.0
2876,JTG,NC,EHZ,--,100.0,"1987/05/01,00:00:00","3000/01/01,00:00:00",37.02846,-121.87773,204.0,0.0,-90.0,0.0
2877,JTG,NC,SHZ,--,20.0,"1994/11/28,00:00:00","2006/01/24,18:00:00",37.02846,-121.87773,204.0,0.0,-90.0,0.0
2878,JTR,NC,EHZ,--,100.0,"1988/09/26,21:30:00","1990/10/11,20:00:00",37.35216,-122.198,251.0,0.0,-90.0,0.0
2879,JUC,NC,EHZ,01,100.0,"1984/01/01,00:00:00","1986/03/25,20:20:00",37.00103,-122.04922,156.0,0.0,-90.0,0.0
2880,JUC,NC,EHZ,02,100.0,"1986/03/25,20:20:00","1987/05/01,00:00:00",37.00103,-122.04904,156.0,0.0,-90.0,0.0
2881,JUC,NC,EHZ,02,100.0,"1987/05/01,00:00:00","2016/04/26,23:59:00",37.00103,-122.04904,156.0,0.0,-90.0,0.0
2882,JUC,NC,SHZ,02,20.0,"1994/11/28,00:00:00","2006/01/24,18:00:00",37.00103,-122.04904,156.0,0.0,-90.0,0.0
2883,JUM,NC,BNE,--,20.0,"1996/03/07,00:00:00","2000/07/12,00:00:00",37.16067,-121.89899,1027.0,0.0,0.0,90.0
2884,JUM,NC,BNN,--,20.0,"1996/03/07,00:00:00","2000/07/12,00:00:00",37.16067,-121.89899,1027.0,0.0,0.0,0.0
2885,JUM,NC,EHZ,--,100.0,"1996/03/07,00:00:00","2007/10/22,23:04:00",37.16067,-121.89899,1027.0,0.0,-90.0,0.0
2886,JUM,NC,EHZ,--,100.0,"2007/10/22,23:04:00","2016/05/26,15:54:00",37.16067,-121.89899,1027.0,0.0,-90.0,0.0
2887,JUM,NC,ELZ,--,100.0,"1989/10/27,10:30:00","1990/02/14,23:30:00",37.16067,-121.89899,1027.0,0.0,-90.0,0.0
2888,JUM,NC,ELZ,--,100.0,"1990/02/14,23:30:00","1994/01/19,20:00:00",37.16067,-121.89899,1027.0,0.0,-90.0,0.0
2889,JUM,NC,ELZ,--,100.0,"1994/01/19,20:00:00","1996/03/07,10:30:00",37.16067,-121.89899,1027.0,0.0,-90.0,0.0
2890,JUM,NC,ELZ,10,100.0,"1989/10/27,21:07:00","1990/04/20,23:15:00",37.16067,-121.89899,1027.0,0.0,-90.0,0.0
2891,JUM,NC,ELZ,10,100.0,"1990/04/20,23:15:00","1995/11/22,20:00:00",37.16067,-121.89899,1027.0,0.0,-90.0,0.0
2892,JUM,NC,ELZ,10,100.0,"1995/11/22,20:00:00","1996/03/07,10:30:00",37.16067,-121.89899,1027.0,0.0,-90.0,0.0
2893,JUM,NC,HNE,--,100.0,"1996/03/07,00:00:00","2007/10/17,18:21:00",37.16067,-121.89899,1027.0,0.0,0.0,90.0
2894,JUM,NC,HNE,--,100.0,"2007/10/22,23:04:00","2016/05/26,15:54:00",37.16067,-121.89899,1027.0,0.0,0.0,90.0
2895,JUM,NC,HNN,--,100.0,"1996/03/07,00:00:00","2007/10/17,18:21:00",37.16067,-121.89899,1027.0,0.0,0.0,0.0
2896,JUM,NC,HNN,--,100.0,"2007/10/22,23:04:00","2016/05/26,15:54:00",37.16067,-121.89899,1027.0,0.0,0.0,0.0
2897,JUM,NC,HNZ,--,100.0,"2007/10/22,23:04:00","2016/05/26,15:54:00",37.16067,-121.89899,1027.0,0.0,-90.0,0.0
2898,JUM,NC,SHZ,--,20.0,"1996/03/07,00:00:00","2006/01/24,18:00:00",37.16067,-121.89899,1027.0,0.0,-90.0,0.0
2899,JUM,NC,SLZ,--,20.0,"1994/11/28,00:00:00","1996/03/07,10:30:00",37.16067,-121.89899,1027.0,0.0,-90.0,0.0
2900,JUM,NC,SLZ,10,20.0,"1994/11/28,00:00:00","1995/11/22,20:00:00",37.16067,-121.89899,1027.0,0.0,-90.0,0.0
2901,JUM,NC,SLZ,10,20.0,"1995/11/22,20:00:00","1996/03/07,10:30:00",37.16067,-121.89899,1027.0,0.0,-90.0,0.0
2902,K001,NC,HNE,01,200.0,"2012/12/03,23:35:00","3000/01/01,00:00:00",41.80709,-124.17525,-2.0,0.0,0.0,90.0
2903,K001,NC,HNN,01,200.0,"2012/12/03,23:35:00","3000/01/01,00:00:00",41.80709,-124.17525,-2.0,0.0,0.0,0.0
2904,K001,NC,HNZ,01,200.0,"2012/12/03,23:35:00","3000/01/01,00:00:00",41.80709,-124.17525,-2.0,0.0,-90.0,0.0
2905,K002,NC,HNE,01,200.0,"2012/12/04,17:18:00","3000/01/01,00:00:00",41.36341,-124.01931,45.0,0.0,0.0,90.0
2906,K002,NC,HNN,01,200.0,"2012/12/04,17:18:00","3000/01/01,00:00:00",41.36341,-124.01931,45.0,0.0,0.0,0.0
2907,K002,NC,HNZ,01,200.0,"2012/12/04,17:18:00","3000/01/01,00:00:00",41.36341,-124.01931,45.0,0.0,-90.0,0.0
2908,K003,NC,HNE,01,200.0,"2012/12/04,22:36:00","3000/01/01,00:00:00",40.93564,-124.0997,36.0,0.0,0.0,90.0
2909,K003,NC,HNN,01,200.0,"2012/12/04,22:36:00","3000/01/01,00:00:00",40.93564,-124.0997,36.0,0.0,0.0,0.0
2910,K003,NC,HNZ,01,200.0,"2012/12/04,22:36:00","3000/01/01,00:00:00",40.93564,-124.0997,36.0,0.0,-90.0,0.0
